longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3248142684197006,1.0494061209173837,0.9847466654579656,-0.8064850598012542,-0.9717108157517501,-0.9721495231538343,-0.977912828251106,2.328618168447436,2.122443174487265,False,False,True,False
-1.3198262128918157,1.0400485101706785,-0.6053653218060885,2.0636386355954737,1.360987837083738,0.8679191469590832,1.6849710629920447,2.3161607127059503,1.3090465988106776,False,False,True,False
-1.3298023239475785,1.0353697047973274,1.8593082584531955,-0.535579350009024,-0.826066375810128,-0.8181466618745424,-0.8437161104117773,1.7697076121130793,1.253725258913439,False,False,True,False
-1.3347903794754632,1.0353697047973274,1.8593082584531955,-0.6246505629390077,-0.7186237561810626,-0.7632720791198523,-0.7332011663088007,0.9247466539836998,1.1603704978368488,False,False,True,False
-1.3347903794754632,1.0353697047973274,1.8593082584531955,-0.4617379299634417,-0.611181136551997,-0.7570765617120647,-0.6279488385916802,-0.015791254498417145,1.1681500612598978,False,False,True,False
-1.3347903794754632,1.0353697047973274,1.8593082584531955,-0.7884862136651435,-0.7711512591108278,-0.8916077968525955,-0.8016151793249291,0.08397307593549229,0.541463007736491,False,False,True,False
-1.3347903794754632,1.0306908994239763,1.8593082584531955,-0.042687871204761994,-0.11216985871922629,-0.2888724604664017,0.04303475060496359,-0.11372360614681393,0.7964598088253255,False,False,True,False
-1.3397784350033481,1.0306908994239763,1.0642522648211683,-0.033457693699064206,0.30805016471889646,-0.1897441819418001,0.2561707142321328,-0.9400507229149805,0.16977275530191868,False,False,True,False
-1.3347903794754632,1.0306908994239763,1.8593082584531955,0.425282128334116,0.4083299430393576,0.1156063188705888,0.5692963891905665,-0.09692174357111369,0.4671249572495766,False,False,True,False
-1.3397784350033481,1.0353697047973274,1.8593082584531955,-0.19637032667463022,-0.24348861604363964,-0.4517260608996758,-0.25167176700297406,-0.35240427077358527,0.6434617281720248,False,False,True,False
-1.3397784350033481,1.0353697047973274,1.8593082584531955,0.4040527200710111,0.5157725626684231,0.07400784484687205,0.6219225530491268,-0.3171255935897159,0.3002965416219662,False,False,True,False
-1.3397784350033481,1.0353697047973274,1.8593082584531955,-0.06299426171729713,-0.1479840652622481,-0.2853321648048088,-0.07800542626972508,-0.4194546943233427,0.055672491763863914,False,False,True,False
-1.3397784350033481,1.0306908994239763,1.8593082584531955,-0.8914026928536739,-0.8236787620405932,-0.9517928230996751,-0.8516100349905614,-0.6295564898961192,-0.13622340600468275,False,False,True,False
-1.3397784350033481,1.0353697047973274,1.7002970597267901,-0.6957229297328807,-0.6040182952433927,-0.6402468048794985,-0.61479229762704,-0.9167060789624498,-0.5796585211184865,False,False,True,False
-1.344766490531226,1.0353697047973274,1.8593082584531955,-0.30528642124186417,-0.4512110139931662,-0.5552797090012686,-0.4384946487008631,-0.5764814473672714,-0.4716090291316922,False,False,True,False
-1.344766490531226,1.0353697047973274,1.8593082584531955,-0.6458799712021126,-0.5801421575480448,-0.6836154267340118,-0.5121712781028475,-0.9192185070111526,-0.4456771510548616,False,False,True,False
-1.3397784350033481,1.0306908994239763,1.7002970597267901,-0.1792944982890893,-0.1933487268834091,-0.3809201476678175,-0.2069395277231978,-0.9867923530710565,-0.41801648110624223,False,False,True,False
-1.344766490531226,1.0306908994239763,1.8593082584531955,-0.518965030498768,-0.5682040887003709,-0.6464423222872862,-0.585847907504832,-0.6663530923594131,-0.3817118517986794,False,False,True,False
-1.344766490531226,1.0353697047973274,0.905241066094763,-0.8660197047130049,-0.8403920584273368,-0.8951480925141884,-0.8726605005339855,-1.3182758287467897,-0.5148288259264099,False,False,True,False
-1.344766490531226,1.0353697047973274,1.0642522648211683,-0.456199823460023,-0.40345873860247045,-0.43490965650710944,-0.3463988619483826,-1.1320944418877052,-0.40850812581140433,False,False,True,False
-1.344766490531226,1.0306908994239763,1.8593082584531955,-0.08837724985796606,0.011986057296582716,-0.3587932997828618,-0.05169234434044494,-1.126075083021021,-0.805265860386913,False,False,True,False
-1.344766490531226,1.0306908994239763,1.8593082584531955,-0.43358588857106345,-0.4750871516885141,-0.5021752740773748,-0.45428249785843117,-0.8876037873983084,-0.9280100832839113,False,False,True,False
-1.344766490531226,1.0306908994239763,1.8593082584531955,-0.18621713141836266,-0.23632577473503527,-0.36675896502144584,-0.19904560314441375,-0.6680803866428963,-0.6436238203746687,False,False,True,False
-1.3497545460591107,1.0353697047973274,0.9847466654579656,-0.9657056217745411,-0.9860364983689588,-0.9765748927308254,-0.9963319856016022,-0.7707758831336256,-0.8605872002841517,False,False,True,False
-1.3497545460591107,1.0353697047973274,1.6207914603635873,-0.6911078409800319,-0.6971352322552494,-0.7199034572653391,-0.6805750024502404,-0.7415165648164401,-0.9790094435016782,False,False,True,False
-1.3497545460591107,1.0353697047973274,1.8593082584531955,-0.33666902476123667,-0.2745275950475919,-0.28179186914321586,-0.26482830796761414,-1.0826310146788678,-0.8778751190020387,False,False,True,False
-1.3497545460591107,1.0306908994239763,1.7002970597267901,-0.25175139170881694,-0.10500701741062192,-0.25612472559666727,-0.06484888530508501,-1.169309782359116,-0.8484856571816307,False,False,True,False
-1.3497545460591107,1.0306908994239763,1.8593082584531955,-0.8761728999692725,-0.8976947888961717,-0.9075391273297636,-0.9016048906561936,-1.1457034271515123,-0.6488101959900349,False,False,True,False
-1.3497545460591107,1.0306908994239763,1.6207914603635873,-0.32836186500610864,-0.2124496370396874,-0.49332453492339257,-0.3148231636332464,-1.0201343669673841,-0.7326566017717873,False,False,True,False
-1.3497545460591107,1.0306908994239763,1.8593082584531955,-0.2189842615635898,-0.1312707688755046,-0.2233769907269328,-0.14905074747878147,-1.002285659371391,-0.7940287132202863,False,False,True,False
-1.344766490531226,1.0306908994239763,1.5412858610003846,-0.3255928117543993,-0.30317896028200936,-0.34905748671348125,-0.427969415929151,-1.088441004541493,-0.8355197181432154,False,False,True,False
-1.344766490531226,1.0260120940506219,1.6207914603635873,-0.4488156814554648,-0.4058463523720052,-0.5897975917017995,-0.4437572650867191,-1.3092729615722711,-0.8830614946174049,False,False,True,False
-1.344766490531226,1.0260120940506219,1.7798026590899927,0.017308282582273647,0.09077731169123074,-0.1437203383410922,0.10092353084937991,-0.5998784335708166,-0.8415704896944759,False,False,True,False
-1.344766490531226,1.0260120940506219,1.6207914603635873,-0.6518795865808162,-0.6064059090129275,-0.7526511921350736,-0.61479229762704,-1.251120720695003,-0.9496199816812702,False,False,True,False
-1.344766490531226,1.0260120940506219,1.5412858610003846,-0.3828199122897256,-0.24826384358270923,-0.38357536941401216,-0.32534839640495844,-1.454679734890949,-0.8865190783609823,False,False,True,False
-1.3497545460591107,1.0260120940506219,1.8593082584531955,-0.5152729594964889,-0.34854362190317034,-0.45969172613825987,-0.24904045881004602,-1.290796146964102,-0.8917054539763484,False,False,True,False
-1.3397784350033481,1.0260120940506219,1.8593082584531955,-0.5341948233831694,-0.49180044807525763,-0.6473273962026843,-0.4963834289452794,-0.2074685777140393,-0.1353590100687884,False,False,True,False
-1.3397784350033481,1.0260120940506219,1.8593082584531955,-0.09022328535910562,0.4274308531956359,-0.038396542408702994,0.5219328417178623,-0.67341929624639,-0.26847598419651897,False,False,True,False
